SEQNO	SRC_FLD_INFO	MAPPING_INFO	CODE_NAME	CLASS_NAME	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap10_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap10_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap10_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap15_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap15_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap15_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap15_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap15_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap16_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap16_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap16_0200_500001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap10_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap09_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap09_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap09_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap09_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap09_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap09_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap09_0200_500001_req_map	
3	senddata	senddata	<NODATA>	comm_ap07_req_map	
4	senddata	senddata	<NODATA>	comm_ap09_req_map	
5	sendtime	sendtime	<NODATA>	comm_ap09_req_map	
6	remark	remark	<NODATA>	comm_ap09_req_map	
0	systemid	systemid	<NODATA>	comm_ap10_res_map	
1	kind_code	"0210"	<NODATA>	comm_ap10_res_map	
2	tx_code	tx_code	<NODATA>	comm_ap10_res_map	
3	sr_flag	"R"	<NODATA>	comm_ap10_res_map	
0	systemid	systemid	<NODATA>	comm_ap10_req_map	
1	kind_code	kind_code	<NODATA>	comm_ap10_req_map	
2	tx_code	tx_code	<NODATA>	comm_ap10_req_map	
3	sr_flag	sr_flag	<NODATA>	comm_ap10_req_map	
4	len	len	<NODATA>	comm_ap10_res_map	
5	senddata	senddata	<NODATA>	comm_ap10_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap16_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap16_0200_500001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap16_0200_500001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap16_0200_500001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap16_0200_500001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap16_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap16_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap16_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap16_0200_600001_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap16_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap16_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap06_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap06_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap06_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap06_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap06_0200_600001_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap06_0200_600001_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap06_0200_600001_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap06_0200_600001_res_map	
4	senddata	senddata	<NODATA>	comm_ap09_res_map	
5	sendtime	sendtime	<NODATA>	comm_ap09_res_map	
6	remark	remark	<NODATA>	comm_ap09_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap09_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap09_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap09_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap09_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap09_0200_500001_req_map	
4	sendtime	sendtime	<NODATA>	comm_ap07_req_map	
5	remark	remark	<NODATA>	comm_ap07_req_map	
0	kind_code	"0210"	<NODATA>	comm_ap07_res_map	
5	remark	remark	<NODATA>	comm_ap07_res_map	
6	sendtime	sendtime	<NODATA>	comm_ap10_res_map	
7	remark	remark	<NODATA>	comm_ap10_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap16_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap16_0200_600001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap07_0200_500001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap07_0200_500001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap07_0200_500001_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap10_0200_600001_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap10_0200_600001_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap10_0200_600001_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap10_0200_600001_req_map	
4	len	len	<NODATA>	comm_ap10_req_map	
5	senddata	senddata	<NODATA>	comm_ap10_req_map	
6	sendtime	sendtime	<NODATA>	comm_ap10_req_map	
7	remark	remark	<NODATA>	comm_ap10_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500003_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500003_res_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500003_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500003_res_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500003_res_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500003_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600003_res_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600003_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600003_res_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600003_res_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600003_res_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_600003_res_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_600003_res_map	
8	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600003_res_map	
9	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600003_res_map	
10	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600003_res_map	
11	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600003_res_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_500003_res_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_500003_res_map	
8	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500003_res_map	
9	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500003_res_map	
10	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500003_res_map	
11	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500003_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600003_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600003_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600003_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600003_req_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600003_req_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600003_req_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_600003_req_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_600003_req_map	
8	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600003_req_map	
9	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600003_req_map	
10	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600003_req_map	
11	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600003_req_map	
17	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500004_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600003_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500004_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500004_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500004_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500004_req_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500004_req_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500004_req_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_500004_req_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_500004_req_map	
8	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_500004_req_map	
9	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_500004_req_map	
10	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE1	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE1	<NODATA>	ap01_0200_500004_req_map	
11	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE2	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE2	<NODATA>	ap01_0200_500004_req_map	
12	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_500004_req_map	
13	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_500004_req_map	
14	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500004_req_map	
15	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500004_req_map	
16	ARY_STRT_02*.FLR	ARY_STRT_01*.FLR	<NODATA>	ap01_0200_500004_req_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500004_res_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500004_res_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500004_res_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500004_res_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500004_res_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500004_res_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_500004_res_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_500004_res_map	
8	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_500004_res_map	
9	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_500004_res_map	
10	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE1	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE1	<NODATA>	ap01_0200_500004_res_map	
11	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE2	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE2	<NODATA>	ap01_0200_500004_res_map	
12	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_500004_res_map	
13	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_500004_res_map	
14	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500004_res_map	
15	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500004_res_map	
16	ARY_STRT_02*.FLR	ARY_STRT_01*.FLR	<NODATA>	ap01_0200_500004_res_map	
17	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500004_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600009_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600009_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600009_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_500009_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_500009_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_500009_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_500009_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_500009_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_500009_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_500009_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_500009_res_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600010_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600009_req_map	
1	tx_code	tx_code	<NODATA>	ap13_0200_600001_req_map	
2	sr_flag	sr_flag	<NODATA>	ap13_0200_600001_req_map	
3	REG_NUMBER	REG_NUMBER	<NODATA>	ap13_0200_600001_req_map	
4	REG_GUBUN	REG_GUBUN	<NODATA>	ap13_0200_600001_req_map	
5	OWN_NAME	OWN_NAME	<NODATA>	ap13_0200_600001_req_map	
6	TAX_MAX	TAX_MAX	<NODATA>	ap13_0200_600001_req_map	
0	kind_code	kind_code	<NODATA>	ap13_0200_600001_res_map	
1	tx_code	tx_code	<NODATA>	ap13_0200_600001_res_map	
2	sr_flag	sr_flag	<NODATA>	ap13_0200_600001_res_map	
3	REG_NUMBER	REG_NUMBER	<NODATA>	ap13_0200_600001_res_map	
4	REG_GUBUN	REG_GUBUN	<NODATA>	ap13_0200_600001_res_map	
5	OWN_NAME	OWN_NAME	<NODATA>	ap13_0200_600001_res_map	
6	TAX_MAX	TAX_MAX	<NODATA>	ap13_0200_600001_res_map	
0	kind_code	kind_code	<NODATA>	comm_ap14_req_map	
18	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500004_req_map	
18	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500004_res_map	
0	kind_code	kind_code	<NODATA>	ap13_0200_500001_req_map	
1	tx_code	tx_code	<NODATA>	ap13_0200_500001_req_map	
2	sr_flag	sr_flag	<NODATA>	ap13_0200_500001_req_map	
3	REG_NUMBER	REG_NUMBER	<NODATA>	ap13_0200_500001_req_map	
4	REG_GUBUN	REG_GUBUN	<NODATA>	ap13_0200_500001_req_map	
5	OWN_NAME	OWN_NAME	<NODATA>	ap13_0200_500001_req_map	
6	TAX_MAX	TAX_MAX	<NODATA>	ap13_0200_500001_req_map	
0	kind_code	kind_code	<NODATA>	ap13_0200_500001_res_map	
1	tx_code	tx_code	<NODATA>	ap13_0200_500001_res_map	
2	sr_flag	sr_flag	<NODATA>	ap13_0200_500001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500003_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500003_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_500003_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_500003_req_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500003_req_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500003_req_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_500003_req_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_500003_req_map	
8	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_500003_req_map	
9	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_500003_req_map	
10	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_500003_req_map	
11	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_500003_req_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600009_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600009_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600009_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600009_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600010_req_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600010_req_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600010_req_map	
0	REG_NUMBER	REG_NUMBER	<NODATA>	ap01_0200_600010_res_map	
1	REG_GUBUN	REG_GUBUN	<NODATA>	ap01_0200_600010_res_map	
2	OWN_NAME	OWN_NAME	<NODATA>	ap01_0200_600010_res_map	
3	TAX_MAX	TAX_MAX	<NODATA>	ap01_0200_600010_res_map	
3	REG_NUMBER	REG_NUMBER	<NODATA>	ap13_0200_500001_res_map	
4	REG_GUBUN	REG_GUBUN	<NODATA>	ap13_0200_500001_res_map	
0	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600005_req_map	
1	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600005_req_map	
2	ARY_STRT_02*.BUR_C	ARY_STRT_01*.BUR_C	<NODATA>	ap01_0200_600005_req_map	
3	ARY_STRT_02*.RPOT_DV	ARY_STRT_01*.RPOT_DV	<NODATA>	ap01_0200_600005_req_map	
4	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600005_req_map	
5	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600005_req_map	
6	ARY_STRT_02*.STRC_STRT_02*.SBJ_C	ARY_STRT_01*.STRC_STRT_01*.SBJ_C	<NODATA>	ap01_0200_600005_req_map	
7	ARY_STRT_02*.STRC_STRT_02*.AM	ARY_STRT_01*.STRC_STRT_01*.AM	<NODATA>	ap01_0200_600005_req_map	
8	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_600005_req_map	
9	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_600005_req_map	
10	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE1	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE1	<NODATA>	ap01_0200_600005_req_map	
11	ARY_STRT_02*.STRC_STRT_02*.THREE_02*.THREE2	ARY_STRT_01*.STRC_STRT_01*.THREE_01*.THREE2	<NODATA>	ap01_0200_600005_req_map	
12	ARY_STRT_02*.STRC_STRT_02*.THREE_02*	ARY_STRT_01*.STRC_STRT_01*.THREE_01*	<NODATA>	ap01_0200_600005_req_map	
13	ARY_STRT_02*.STRC_STRT_02*.THREE_02	ARY_STRT_01*.STRC_STRT_01*.THREE_01	<NODATA>	ap01_0200_600005_req_map	
14	ARY_STRT_02*.STRC_STRT_02*	ARY_STRT_01*.STRC_STRT_01*	<NODATA>	ap01_0200_600005_req_map	
15	ARY_STRT_02*.STRC_STRT_02	ARY_STRT_01*.STRC_STRT_01	<NODATA>	ap01_0200_600005_req_map	
16	ARY_STRT_02*.FLR	ARY_STRT_01*.FLR	<NODATA>	ap01_0200_600005_req_map	
17	ARY_STRT_02*	ARY_STRT_01*	<NODATA>	ap01_0200_600005_req_map	
18	ARY_STRT_02	ARY_STRT_01	<NODATA>	ap01_0200_600005_req_map	
0	ARY_STRT_02	ARY_STRT_03	<NODATA>	ap01_0200_600005_res_map	
1	ARY_STRT_02*	ARY_STRT_03*	<NODATA>	ap01_0200_600005_res_map	
