SYMBNAME	GWNAME	NODENAME	KEY	VALUE	
gw_ap21_line01	gw_ap21	iristech2	NIDU_SIZE	0	
gw_ap21_line01	gw_ap21	iristech2	NSDU_SIZE	0	
gw_ap21_line22	gw_ap22	iristech2	DEV_NAME	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	IMS_DATA_CLIENTID	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	IMS_DATASTORE	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	IMS_LTERM	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	IMS_TMEMBER	<NODATA>	
gw_ap21_line22	gw_ap22	iristech2	LINE_NO	0	
gw_ap21_line22	gw_ap22	iristech2	LU_NO	0	
gw_ap21_line22	gw_ap22	iristech2	NIDU_SIZE	0	
gw_ap21_line22	gw_ap22	iristech2	NSDU_SIZE	0	
gw_ap21_line23	gw_ap23	iristech2	DEV_NAME	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	IMS_DATA_CLIENTID	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	IMS_DATASTORE	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	IMS_LTERM	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	IMS_TMEMBER	<NODATA>	
gw_ap21_line23	gw_ap23	iristech2	LINE_NO	0	
gw_ap21_line23	gw_ap23	iristech2	LU_NO	0	
gw_ap21_line23	gw_ap23	iristech2	NIDU_SIZE	0	
gw_ap21_line23	gw_ap23	iristech2	NSDU_SIZE	0	
online	megabox	iristech2	DEV_NAME	<NODATA>	
online	megabox	iristech2	IMS_CMD_CLIENTID	<NODATA>	
online	megabox	iristech2	IMS_DATA_CLIENTID	<NODATA>	
online	megabox	iristech2	IMS_DATASTORE	<NODATA>	
online	megabox	iristech2	IMS_LTERM	<NODATA>	
online	megabox	iristech2	IMS_TMEMBER	<NODATA>	
online	megabox	iristech2	LINE_NO	0	
online	megabox	iristech2	LU_NO	0	
online	megabox	iristech2	NIDU_SIZE	0	
online	megabox	iristech2	NSDU_SIZE	0	
anytosimul_0	megabox	iristech2	DEV_NAME	<NODATA>	
anytosimul_0	megabox	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_0	megabox	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_0	megabox	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_0	megabox	iristech2	IMS_LTERM	<NODATA>	
anytosimul_0	megabox	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_0	megabox	iristech2	LINE_NO	0	
anytosimul_0	megabox	iristech2	LU_NO	0	
anytosimul_0	megabox	iristech2	NIDU_SIZE	0	
anytosimul_0	megabox	iristech2	NSDU_SIZE	0	
anytosimul_1	tongtong004	iristech2	DEV_NAME	<NODATA>	
anytosimul_1	tongtong004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_1	tongtong004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_1	tongtong004	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_1	tongtong004	iristech2	IMS_LTERM	<NODATA>	
anytosimul_1	tongtong004	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_1	tongtong004	iristech2	LINE_NO	0	
anytosimul_1	tongtong004	iristech2	LU_NO	0	
anytosimul_1	tongtong004	iristech2	NIDU_SIZE	0	
anytosimul_1	tongtong004	iristech2	NSDU_SIZE	0	
simultoany_0	megabox	iristech2	DEV_NAME	<NODATA>	
simultoany_0	megabox	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_0	megabox	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_0	megabox	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_0	megabox	iristech2	IMS_LTERM	<NODATA>	
simultoany_0	megabox	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_0	megabox	iristech2	LINE_NO	0	
simultoany_0	megabox	iristech2	LU_NO	0	
simultoany_0	megabox	iristech2	NIDU_SIZE	0	
simultoany_0	megabox	iristech2	NSDU_SIZE	0	
simultoany_1	tongtong004	iristech2	DEV_NAME	<NODATA>	
simultoany_1	tongtong004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_1	tongtong004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_1	tongtong004	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_1	tongtong004	iristech2	IMS_LTERM	<NODATA>	
simultoany_1	tongtong004	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_1	tongtong004	iristech2	LINE_NO	0	
simultoany_1	tongtong004	iristech2	LU_NO	0	
simultoany_1	tongtong004	iristech2	NIDU_SIZE	0	
simultoany_1	tongtong004	iristech2	NSDU_SIZE	0	
anytosimul_2	tonggong004	iristech2	DEV_NAME	<NODATA>	
anytosimul_2	tonggong004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_2	tonggong004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_2	tonggong004	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_2	tonggong004	iristech2	IMS_LTERM	<NODATA>	
anytosimul_2	tonggong004	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_2	tonggong004	iristech2	LINE_NO	0	
anytosimul_2	tonggong004	iristech2	LU_NO	0	
anytosimul_2	tonggong004	iristech2	NIDU_SIZE	0	
anytosimul_2	tonggong004	iristech2	NSDU_SIZE	0	
simultoany_2	tonggong004	iristech2	DEV_NAME	<NODATA>	
simultoany_2	tonggong004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_2	tonggong004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_2	tonggong004	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_2	tonggong004	iristech2	IMS_LTERM	<NODATA>	
simultoany_2	tonggong004	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_2	tonggong004	iristech2	LINE_NO	0	
simultoany_2	tonggong004	iristech2	LU_NO	0	
simultoany_2	tonggong004	iristech2	NIDU_SIZE	0	
simultoany_2	tonggong004	iristech2	NSDU_SIZE	0	
anytosimul_3	tonggong004a	iristech2	DEV_NAME	<NODATA>	
anytosimul_3	tonggong004a	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_3	tonggong004a	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_3	tonggong004a	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_3	tonggong004a	iristech2	IMS_LTERM	<NODATA>	
anytosimul_3	tonggong004a	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_3	tonggong004a	iristech2	LINE_NO	0	
anytosimul_3	tonggong004a	iristech2	LU_NO	0	
anytosimul_3	tonggong004a	iristech2	NIDU_SIZE	0	
anytosimul_3	tonggong004a	iristech2	NSDU_SIZE	0	
simultoany_3	tonggong004a	iristech2	DEV_NAME	<NODATA>	
simultoany_3	tonggong004a	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_3	tonggong004a	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_3	tonggong004a	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_3	tonggong004a	iristech2	IMS_LTERM	<NODATA>	
simultoany_3	tonggong004a	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_3	tonggong004a	iristech2	LINE_NO	0	
simultoany_3	tonggong004a	iristech2	LU_NO	0	
simultoany_3	tonggong004a	iristech2	NIDU_SIZE	0	
simultoany_3	tonggong004a	iristech2	NSDU_SIZE	0	
anytosimul_4	tonggong004b	iristech2	DEV_NAME	<NODATA>	
anytosimul_4	tonggong004b	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_4	tonggong004b	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_4	tonggong004b	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_4	tonggong004b	iristech2	IMS_LTERM	<NODATA>	
anytosimul_4	tonggong004b	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_4	tonggong004b	iristech2	LINE_NO	0	
anytosimul_4	tonggong004b	iristech2	LU_NO	0	
anytosimul_4	tonggong004b	iristech2	NIDU_SIZE	0	
anytosimul_4	tonggong004b	iristech2	NSDU_SIZE	0	
simultoany_4	tonggong004b	iristech2	DEV_NAME	<NODATA>	
simultoany_4	tonggong004b	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_4	tonggong004b	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_4	tonggong004b	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_4	tonggong004b	iristech2	IMS_LTERM	<NODATA>	
simultoany_4	tonggong004b	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_4	tonggong004b	iristech2	LINE_NO	0	
simultoany_4	tonggong004b	iristech2	LU_NO	0	
simultoany_4	tonggong004b	iristech2	NIDU_SIZE	0	
simultoany_4	tonggong004b	iristech2	NSDU_SIZE	0	
anytosimul_5	tonggong004c	iristech2	DEV_NAME	<NODATA>	
anytosimul_5	tonggong004c	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_5	tonggong004c	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_5	tonggong004c	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_5	tonggong004c	iristech2	IMS_LTERM	<NODATA>	
anytosimul_5	tonggong004c	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_5	tonggong004c	iristech2	LINE_NO	0	
anytosimul_5	tonggong004c	iristech2	LU_NO	0	
anytosimul_5	tonggong004c	iristech2	NIDU_SIZE	0	
anytosimul_5	tonggong004c	iristech2	NSDU_SIZE	0	
simultoany_5	tonggong004c	iristech2	DEV_NAME	<NODATA>	
simultoany_5	tonggong004c	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_5	tonggong004c	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_5	tonggong004c	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_5	tonggong004c	iristech2	IMS_LTERM	<NODATA>	
simultoany_5	tonggong004c	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_5	tonggong004c	iristech2	LINE_NO	0	
simultoany_5	tonggong004c	iristech2	LU_NO	0	
simultoany_5	tonggong004c	iristech2	NIDU_SIZE	0	
simultoany_5	tonggong004c	iristech2	NSDU_SIZE	0	
anytosimul_6	tonggong004f	iristech2	DEV_NAME	<NODATA>	
anytosimul_6	tonggong004f	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_6	tonggong004f	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_6	tonggong004f	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_6	tonggong004f	iristech2	IMS_LTERM	<NODATA>	
anytosimul_6	tonggong004f	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_6	tonggong004f	iristech2	LINE_NO	0	
anytosimul_6	tonggong004f	iristech2	LU_NO	0	
anytosimul_6	tonggong004f	iristech2	NIDU_SIZE	0	
anytosimul_6	tonggong004f	iristech2	NSDU_SIZE	0	
simultoany_6	tonggong004f	iristech2	DEV_NAME	<NODATA>	
simultoany_6	tonggong004f	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_6	tonggong004f	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_6	tonggong004f	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_6	tonggong004f	iristech2	IMS_LTERM	<NODATA>	
simultoany_6	tonggong004f	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_6	tonggong004f	iristech2	LINE_NO	0	
simultoany_6	tonggong004f	iristech2	LU_NO	0	
simultoany_6	tonggong004f	iristech2	NIDU_SIZE	0	
simultoany_6	tonggong004f	iristech2	NSDU_SIZE	0	
anytosimul_7	tonggong004m	iristech2	DEV_NAME	<NODATA>	
anytosimul_7	tonggong004m	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_7	tonggong004m	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_7	tonggong004m	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_7	tonggong004m	iristech2	IMS_LTERM	<NODATA>	
anytosimul_7	tonggong004m	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_7	tonggong004m	iristech2	LINE_NO	0	
anytosimul_7	tonggong004m	iristech2	LU_NO	0	
anytosimul_7	tonggong004m	iristech2	NIDU_SIZE	0	
anytosimul_7	tonggong004m	iristech2	NSDU_SIZE	0	
simultoany_7	tonggong004m	iristech2	DEV_NAME	<NODATA>	
simultoany_7	tonggong004m	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_7	tonggong004m	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_7	tonggong004m	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_7	tonggong004m	iristech2	IMS_LTERM	<NODATA>	
simultoany_7	tonggong004m	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_7	tonggong004m	iristech2	LINE_NO	0	
simultoany_7	tonggong004m	iristech2	LU_NO	0	
simultoany_7	tonggong004m	iristech2	NIDU_SIZE	0	
simultoany_7	tonggong004m	iristech2	NSDU_SIZE	0	
anytosimul_8	tonggong160	iristech2	DEV_NAME	<NODATA>	
anytosimul_8	tonggong160	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_8	tonggong160	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_8	tonggong160	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_8	tonggong160	iristech2	IMS_LTERM	<NODATA>	
anytosimul_8	tonggong160	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_8	tonggong160	iristech2	LINE_NO	0	
anytosimul_8	tonggong160	iristech2	LU_NO	0	
anytosimul_8	tonggong160	iristech2	NIDU_SIZE	0	
anytosimul_8	tonggong160	iristech2	NSDU_SIZE	0	
simultoany_8	tonggong160	iristech2	DEV_NAME	<NODATA>	
simultoany_8	tonggong160	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_8	tonggong160	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_8	tonggong160	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_8	tonggong160	iristech2	IMS_LTERM	<NODATA>	
simultoany_8	tonggong160	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_8	tonggong160	iristech2	LINE_NO	0	
simultoany_8	tonggong160	iristech2	LU_NO	0	
simultoany_8	tonggong160	iristech2	NIDU_SIZE	0	
simultoany_8	tonggong160	iristech2	NSDU_SIZE	0	
anytosimul_9	engmsg004	iristech2	DEV_NAME	<NODATA>	
anytosimul_9	engmsg004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
anytosimul_9	engmsg004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
anytosimul_9	engmsg004	iristech2	IMS_DATASTORE	<NODATA>	
anytosimul_9	engmsg004	iristech2	IMS_LTERM	<NODATA>	
anytosimul_9	engmsg004	iristech2	IMS_TMEMBER	<NODATA>	
anytosimul_9	engmsg004	iristech2	LINE_NO	0	
anytosimul_9	engmsg004	iristech2	LU_NO	0	
anytosimul_9	engmsg004	iristech2	NIDU_SIZE	0	
anytosimul_9	engmsg004	iristech2	NSDU_SIZE	0	
simultoany_9	engmsg004	iristech2	DEV_NAME	<NODATA>	
simultoany_9	engmsg004	iristech2	IMS_CMD_CLIENTID	<NODATA>	
simultoany_9	engmsg004	iristech2	IMS_DATA_CLIENTID	<NODATA>	
simultoany_9	engmsg004	iristech2	IMS_DATASTORE	<NODATA>	
simultoany_9	engmsg004	iristech2	IMS_LTERM	<NODATA>	
simultoany_9	engmsg004	iristech2	IMS_TMEMBER	<NODATA>	
simultoany_9	engmsg004	iristech2	LINE_NO	0	
simultoany_9	engmsg004	iristech2	LU_NO	0	
simultoany_9	engmsg004	iristech2	NIDU_SIZE	0	
simultoany_9	engmsg004	iristech2	NSDU_SIZE	0	
gw_ap01_line13	gw_ap13	iristech2	DEV_NAME	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	IMS_DATA_CLIENTID	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	IMS_DATASTORE	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	IMS_LTERM	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	IMS_TMEMBER	<NODATA>	
gw_ap01_line13	gw_ap13	iristech2	LINE_NO	0	
gw_ap01_line13	gw_ap13	iristech2	LU_NO	0	
gw_ap01_line13	gw_ap13	iristech2	NIDU_SIZE	0	
gw_ap01_line13	gw_ap13	iristech2	NSDU_SIZE	0	
gw_ap01_line14	gw_ap14	iristech2	DEV_NAME	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	IMS_DATA_CLIENTID	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	IMS_DATASTORE	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	IMS_LTERM	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	IMS_TMEMBER	<NODATA>	
gw_ap01_line14	gw_ap14	iristech2	LINE_NO	0	
gw_ap01_line14	gw_ap14	iristech2	LU_NO	0	
gw_ap01_line14	gw_ap14	iristech2	NIDU_SIZE	0	
gw_ap01_line14	gw_ap14	iristech2	NSDU_SIZE	0	
gw_ap01_line15	gw_ap15	iristech2	DEV_NAME	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	IMS_DATA_CLIENTID	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	IMS_DATASTORE	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	IMS_LTERM	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	IMS_TMEMBER	<NODATA>	
gw_ap01_line15	gw_ap15	iristech2	LINE_NO	0	
gw_ap01_line15	gw_ap15	iristech2	LU_NO	0	
gw_ap01_line15	gw_ap15	iristech2	NIDU_SIZE	0	
gw_ap01_line15	gw_ap15	iristech2	NSDU_SIZE	0	
gw_ap01_line16	gw_ap16	iristech2	DEV_NAME	<NODATA>	
gw_ap01_line16	gw_ap16	iristech2	IMS_CMD_CLIENTID	<NODATA>	
gw_ap01_line16	gw_ap16	iristech2	IMS_DATA_CLIENTID	<NODATA>	
